ground,0,580,4000,20
start,117,540,40,50
goal,3863,403,80,80
platform,327,500,159,20
slope,276,440,100,100,100,0
platform,376,440,100,20
platform,456,442,177,20
wall_3d,391,342,20,100
platform,331,422,80,20
platform,615,500,89,20
wall_3d,535,400,20,100
platform,475,480,80,20
platform,746,500,102,20
wall_3d,680,400,20,100
platform,620,480,80,20
platform,995,354,131,20
platform,1121,368,191,20
slope,1186,254,100,100,100,0
platform,1286,254,100,20
platform,1249,354,117,20
slope,1238,268,100,100,100,0
platform,1338,268,100,20
platform,1484,246,153,20
spike,1346,580,20,20
spike,1366,580,20,20
spike,1386,580,20,20
platform,1683,338,121,20
wall_3d,1583,238,20,100
platform,1523,318,80,20
platform,1871,361,87,20
trampoline,1733,318,80,20
platform,1980,349,157,20
platform,2194,354,196,20
platform,2337,408,175,20
wall_3d,2265,308,20,100
platform,2205,388,80,20
platform,2562,344,155,20
slope,2492,308,100,100,100,0
platform,2592,308,100,20
platform,2692,418,92,20
slope,2654,244,100,100,100,0
platform,2754,244,100,20
platform,2878,490,154,20
wall_3d,2785,390,20,100
platform,2725,470,80,20
platform,3078,500,183,20
slope,3061,390,100,100,100,0
platform,3161,390,100,20
platform,3262,500,151,20
platform,3450,500,158,20
platform,3622,477,137,20
wall_3d,3536,377,20,100
platform,3476,457,80,20
platform,3815,419,93,20
slope,3715,377,100,100,100,0
platform,3815,377,100,20
platform,1968,281,70,20
wall_3d,1060,406,20,51
platform,2849,342,85,20
platform,3278,312,65,20
wall_3d,1556,293,20,54
platform,504,511,56,20
platform,1060,497,91,20
wall_3d,1392,100,20,79
platform,2469,179,62,20
wall_3d,1624,449,20,68
platform,3393,353,97,20
platform,2803,370,69,20
platform,3010,327,79,20
platform,3011,112,98,20
wall_3d,2392,392,20,73
platform,3489,195,58,20
platform,2865,109,83,20
wall_3d,3586,134,20,112
platform,244,142,75,20
