ground,0,580,4000,20
start,144,540,40,50
goal,3897,398,80,80
platform,328,500,100,20
slope,244,440,100,100,100,0
platform,344,440,100,20
platform,509,352,114,20
trampoline,362,480,80,20
platform,682,238,156,20
slope,665,252,100,100,100,0
platform,765,252,100,20
platform,882,325,80,20
platform,1023,246,119,20
platform,1171,377,137,20
platform,1315,312,162,20
platform,1540,293,194,20
spike,1407,580,20,20
spike,1427,580,20,20
platform,1689,332,181,20
platform,1933,369,157,20
wall_3d,1811,269,20,100
platform,1751,349,80,20
platform,2068,499,108,20
trampoline,1964,349,80,20
platform,2240,500,142,20
wall_3d,2154,400,20,100
platform,2094,480,80,20
platform,2409,437,159,20
wall_3d,2324,337,20,100
platform,2264,417,80,20
platform,2649,354,196,20
slope,2605,337,100,100,100,0
platform,2705,337,100,20
platform,2857,252,148,20
trampoline,2676,334,80,20
platform,3016,366,109,20
slope,2966,152,100,100,100,0
platform,3066,152,100,20
platform,3130,230,195,20
wall_3d,3073,130,20,100
platform,3013,210,80,20
platform,3317,171,98,20
slope,3228,130,100,100,100,0
platform,3328,130,100,20
platform,3451,100,198,20
platform,3627,100,101,20
platform,3733,231,166,20
platform,2658,416,62,20
platform,278,501,99,20
wall_3d,2853,377,20,69
wall_3d,3694,280,20,107
wall_3d,1450,207,20,56
platform,1626,514,96,20
platform,1449,367,98,20
wall_3d,545,248,20,51
wall_3d,1424,262,20,105
wall_3d,651,253,20,101
platform,3856,121,61,20
platform,2224,408,94,20
platform,3600,516,86,20
wall_3d,2744,295,20,85
platform,782,207,59,20
wall_3d,2672,490,20,97
platform,3376,358,51,20
platform,2686,172,70,20
wall_3d,1072,496,20,93
platform,803,295,80,20
