ground,0,580,4000,20
start,134,540,40,50
goal,3779,395,80,80
platform,248,415,184,20
trampoline,155,520,80,20
platform,498,500,168,20
wall_3d,373,400,20,100
platform,313,480,80,20
platform,604,500,115,20
wall_3d,551,400,20,100
platform,491,480,80,20
platform,749,500,104,20
wall_3d,676,400,20,100
platform,616,480,80,20
platform,898,404,86,20
trampoline,774,480,80,20
platform,1052,401,200,20
slope,1098,304,100,100,100,0
platform,1198,304,100,20
platform,1170,431,199,20
slope,1251,301,100,100,100,0
platform,1351,301,100,20
platform,1272,500,120,20
trampoline,1214,411,80,20
platform,1440,463,97,20
wall_3d,1356,363,20,100
platform,1296,443,80,20
platform,1634,350,182,20
wall_3d,1537,250,20,100
platform,1477,330,80,20
platform,1843,242,181,20
slope,1815,250,100,100,100,0
platform,1915,250,100,20
platform,2034,285,139,20
platform,2275,385,164,20
wall_3d,2154,285,20,100
platform,2094,365,80,20
platform,2456,288,168,20
trampoline,2312,365,80,20
platform,2639,280,189,20
platform,2879,365,185,20
slope,2824,180,100,100,100,0
platform,2924,180,100,20
platform,3073,236,199,20
spike,2956,580,20,20
spike,2976,580,20,20
platform,3280,102,90,20
slope,3163,136,100,100,100,0
platform,3263,136,100,20
platform,3395,174,110,20
platform,3598,181,173,20
platform,176,289,100,20
wall_3d,3506,469,20,96
wall_3d,1130,107,20,104
platform,2023,201,99,20
wall_3d,168,488,20,115
wall_3d,3532,314,20,63
wall_3d,1994,356,20,85
platform,3250,214,59,20
platform,3828,538,80,20
wall_3d,381,152,20,106
