ground,0,580,4000,20
start,100,540,40,50
goal,3742,191,80,80
platform,211,500,149,20
wall_3d,155,400,20,100
platform,95,480,80,20
platform,408,477,200,20
trampoline,254,480,80,20
platform,513,484,80,20
wall_3d,460,384,20,100
platform,400,464,80,20
platform,688,495,135,20
trampoline,540,464,80,20
platform,914,436,83,20
spike,761,580,20,20
spike,781,580,20,20
spike,801,580,20,20
spike,821,580,20,20
spike,841,580,20,20
platform,1133,458,127,20
platform,1292,380,170,20
wall_3d,1212,280,20,100
platform,1152,360,80,20
platform,1459,262,138,20
platform,1645,296,181,20
slope,1640,162,100,100,100,0
platform,1740,162,100,20
platform,1789,435,152,20
platform,1933,500,113,20
platform,2108,420,198,20
slope,2131,400,100,100,100,0
platform,2231,400,100,20
platform,2320,314,169,20
wall_3d,2214,214,20,100
platform,2154,294,80,20
platform,2496,290,157,20
wall_3d,2408,190,20,100
platform,2348,270,80,20
platform,2694,293,99,20
platform,2908,258,127,20
spike,2761,580,20,20
spike,2781,580,20,20
spike,2801,580,20,20
spike,2821,580,20,20
spike,2841,580,20,20
platform,3015,388,94,20
slope,3002,158,100,100,100,0
platform,3102,158,100,20
platform,3251,488,150,20
slope,3165,288,100,100,100,0
platform,3265,288,100,20
platform,3353,370,98,20
slope,3349,388,100,100,100,0
platform,3449,388,100,20
platform,3536,383,185,20
trampoline,3391,350,80,20
platform,3686,389,95,20
wall_3d,1091,389,20,120
platform,3832,234,91,20
wall_3d,1636,188,20,58
platform,3200,490,81,20
wall_3d,2143,303,20,118
wall_3d,1563,446,20,77
wall_3d,2370,530,20,84
platform,158,117,76,20
wall_3d,1033,282,20,116
wall_3d,3290,512,20,99
platform,1476,542,52,20
wall_3d,680,519,20,110
wall_3d,255,386,20,74
platform,1315,445,73,20
platform,412,402,79,20
wall_3d,3819,552,20,115
wall_3d,2454,532,20,83
