ground,0,580,4000,20
start,168,540,40,50
goal,3857,238,80,80
platform,383,411,154,20
slope,322,440,100,100,100,0
platform,422,440,100,20
platform,566,377,164,20
platform,726,322,193,20
trampoline,607,357,80,20
platform,955,441,162,20
wall_3d,840,341,20,100
platform,780,421,80,20
platform,1204,402,87,20
slope,1042,341,100,100,100,0
platform,1142,341,100,20
platform,1381,354,171,20
wall_3d,1292,254,20,100
platform,1232,334,80,20
platform,1509,401,129,20
wall_3d,1445,301,20,100
platform,1385,381,80,20
platform,1718,287,176,20
platform,1833,198,129,20
platform,2059,101,147,20
platform,2195,100,120,20
platform,2301,100,95,20
platform,2466,143,172,20
platform,2676,144,151,20
spike,2551,580,20,20
spike,2571,580,20,20
spike,2591,580,20,20
platform,2891,105,105,20
platform,3055,179,90,20
platform,3275,177,85,20
platform,3493,100,136,20
platform,3655,100,102,20
platform,3871,165,108,20
spike,3743,580,20,20
spike,3763,580,20,20
spike,3783,580,20,20
platform,2745,305,82,20
platform,1926,534,68,20
platform,670,102,81,20
platform,3405,360,70,20
platform,3401,463,85,20
platform,2175,455,84,20
wall_3d,3756,507,20,60
platform,1439,345,51,20
platform,367,219,87,20
platform,1869,471,71,20
wall_3d,3464,231,20,68
platform,2865,259,54,20
wall_3d,3336,217,20,79
platform,2633,337,55,20
wall_3d,2935,164,20,81
wall_3d,3689,246,20,76
platform,134,267,91,20
