ground,0,580,4000,20
start,119,540,40,50
goal,3879,479,80,80
platform,296,496,175,20
wall_3d,207,396,20,100
platform,147,476,80,20
platform,406,349,148,20
platform,548,460,172,20
platform,755,500,176,20
wall_3d,651,400,20,100
platform,591,480,80,20
platform,992,500,116,20
slope,871,400,100,100,100,0
platform,971,400,100,20
platform,1205,439,133,20
wall_3d,1098,339,20,100
platform,1038,419,80,20
platform,1366,500,184,20
slope,1389,339,100,100,100,0
platform,1489,339,100,20
platform,1574,386,133,20
platform,1674,500,132,20
platform,1825,500,107,20
trampoline,1698,480,80,20
platform,1972,500,109,20
platform,2089,500,165,20
wall_3d,2030,400,20,100
platform,1970,480,80,20
platform,2214,500,97,20
wall_3d,2151,400,20,100
platform,2091,480,80,20
platform,2450,500,144,20
trampoline,2245,480,80,20
platform,2628,500,181,20
slope,2631,400,100,100,100,0
platform,2731,400,100,20
platform,2818,360,163,20
slope,2791,400,100,100,100,0
platform,2891,400,100,20
platform,2947,279,162,20
platform,3136,333,82,20
slope,3029,179,100,100,100,0
platform,3129,179,100,20
platform,3302,357,178,20
trampoline,3159,313,80,20
platform,3538,499,141,20
platform,3765,500,185,20
wall_3d,3651,400,20,100
platform,3591,480,80,20
wall_3d,3186,463,20,81
platform,3800,354,72,20
platform,1115,519,83,20
wall_3d,2319,243,20,95
platform,1697,255,84,20
wall_3d,109,134,20,55
wall_3d,3132,378,20,72
wall_3d,2735,125,20,57
wall_3d,673,491,20,109
platform,3347,228,70,20
wall_3d,3760,248,20,114
wall_3d,2109,414,20,96
platform,817,430,68,20
wall_3d,1421,424,20,53
platform,2351,175,52,20
