ground,0,580,4000,20
start,179,540,40,50
goal,3882,224,80,80
platform,340,500,177,20
slope,356,440,100,100,100,0
platform,456,440,100,20
platform,544,368,87,20
platform,681,345,187,20
wall_3d,612,245,20,100
platform,552,325,80,20
platform,889,349,116,20
spike,745,580,20,20
spike,765,580,20,20
spike,785,580,20,20
spike,805,580,20,20
spike,825,580,20,20
platform,1041,200,101,20
slope,990,249,100,100,100,0
platform,1090,249,100,20
platform,1158,222,182,20
platform,1367,118,173,20
spike,1242,580,20,20
spike,1262,580,20,20
spike,1282,580,20,20
platform,1611,247,80,20
spike,1469,580,20,20
spike,1489,580,20,20
platform,1850,304,114,20
wall_3d,1730,204,20,100
platform,1670,284,80,20
platform,1995,401,187,20
wall_3d,1922,301,20,100
platform,1862,381,80,20
platform,2220,385,199,20
wall_3d,2107,285,20,100
platform,2047,365,80,20
platform,2345,397,103,20
trampoline,2244,365,80,20
platform,2500,385,99,20
platform,2678,429,142,20
wall_3d,2589,329,20,100
platform,2529,409,80,20
platform,2792,500,150,20
platform,2926,385,163,20
trampoline,2828,480,80,20
platform,3064,460,90,20
trampoline,2972,365,80,20
platform,3263,500,137,20
wall_3d,3163,400,20,100
platform,3103,480,80,20
platform,3433,500,112,20
spike,3328,580,20,20
spike,3348,580,20,20
spike,3368,580,20,20
platform,3603,421,131,20
trampoline,3459,480,80,20
platform,3704,279,115,20
slope,3718,321,100,100,100,0
platform,3818,321,100,20
platform,880,320,96,20
wall_3d,1543,422,20,106
platform,1384,180,73,20
wall_3d,336,515,20,90
wall_3d,350,123,20,51
platform,2626,432,94,20
platform,2786,409,74,20
wall_3d,699,216,20,86
wall_3d,1360,137,20,116
wall_3d,1919,394,20,94
platform,2602,401,65,20
