slope,220,500,100,100,0,100
slope,260,500,100,100,100,0
trampoline,240,560,80,20
trampoline,260,560,80,20
platform,220,500,100,20
platform,260,500,100,20
v_wall,220,520,20,100
v_wall,260,520,20,100
v_wall,300,520,20,100
v_wall,340,520,20,100
goal,940,20,80,80
checkpoint,600,260,20,60
spike,620,240,20,20
spike,600,240,20,20
spike,600,240,20,20
spike,600,240,20,20
spike,600,240,20,20
spike,600,240,20,20
spike,580,240,20,20
spike,580,240,20,20
spike,560,240,20,20
spike,560,240,20,20
spike,560,240,20,20
spike,560,240,20,20
spike,560,240,20,20
spike,560,260,20,20
spike,560,260,20,20
spike,560,260,20,20
spike,560,280,20,20
spike,560,280,20,20
spike,560,280,20,20
spike,560,300,20,20
spike,560,300,20,20
spike,580,300,20,20
spike,580,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,620,280,20,20
spike,620,280,20,20
spike,620,280,20,20
spike,620,280,20,20
spike,620,280,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,620,260,20,20
spike,640,260,20,20
spike,640,280,20,20
spike,640,280,20,20
spike,640,280,20,20
spike,640,280,20,20
spike,640,280,20,20
spike,640,280,20,20
spike,640,280,20,20
spike,640,300,20,20
spike,640,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,620,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
spike,600,300,20,20
wall_3d,560,240,20,100
spike,360,500,20,20
spike,360,500,20,20
spike,360,500,20,20
spike,360,500,20,20
spike,360,500,20,20
spike,360,500,20,20
spike,360,500,20,20
spike,360,520,20,20
spike,360,520,20,20
spike,360,540,20,20
spike,360,540,20,20
spike,360,540,20,20
spike,360,540,20,20
spike,360,540,20,20
spike,360,540,20,20
spike,360,540,20,20
spike,360,560,20,20
spike,360,560,20,20
spike,360,560,20,20
spike,360,560,20,20
spike,360,560,20,20
spike,360,560,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
spike,360,580,20,20
pushable,400,100,40,40
pushable,400,120,40,40
pushable,400,120,40,40
pushable,400,120,40,40
pushable,400,120,40,40
pushable,380,120,40,40
pushable,380,120,40,40
pushable,360,120,40,40
pushable,340,80,40,40
pushable,360,60,40,40
pushable,380,60,40,40
pushable,400,80,40,40
pushable,400,80,40,40
pushable,400,100,40,40
pushable,400,120,40,40
pushable,340,160,40,40
pushable,320,180,40,40
pushable,280,140,40,40
pushable,280,120,40,40
pushable,320,80,40,40
pushable,340,60,40,40
pushable,380,60,40,40
pushable,400,80,40,40
pushable,400,120,40,40
pushable,400,160,40,40
pushable,360,200,40,40
pushable,340,180,40,40
pushable,320,160,40,40
pushable,320,120,40,40
pushable,320,120,40,40
pushable,340,120,40,40
pushable,360,120,40,40
pushable,380,140,40,40
pushable,400,160,40,40
pushable,380,180,40,40
pushable,340,180,40,40
pushable,340,180,40,40
pushable,320,160,40,40
pushable,320,140,40,40
pushable,320,140,40,40
pushable,340,140,40,40
pushable,340,140,40,40
pushable,380,160,40,40
pushable,380,160,40,40
pushable,380,160,40,40
pushable,360,160,40,40
pushable,340,160,40,40
pushable,320,160,40,40
pushable,320,160,40,40
spike,470,489,20,20
spike,564,472,20,20
spike,717,406,20,20
slope,404,499,100,100,100,0
slope,433,484,100,100,100,0
slope,466,473,100,100,100,0
slope,526,449,100,100,100,0
slope,515,442,100,100,100,0
slope,548,440,100,100,100,0
slope,571,418,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,394,100,100,100,0
slope,616,397,100,100,100,0
slope,616,400,100,100,100,0
slope,616,408,100,100,100,0
slope,616,410,100,100,100,0
slope,616,415,100,100,100,0
slope,616,420,100,100,100,0
slope,616,423,100,100,100,0
slope,616,425,100,100,100,0
slope,614,428,100,100,100,0
slope,610,431,100,100,100,0
slope,608,433,100,100,100,0
slope,600,438,100,100,100,0
slope,592,441,100,100,100,0
slope,590,442,100,100,100,0
slope,587,443,100,100,100,0
slope,584,445,100,100,100,0
slope,578,451,100,100,100,0
slope,573,455,100,100,100,0
slope,571,456,100,100,100,0
slope,568,459,100,100,100,0
slope,561,464,100,100,100,0
slope,558,467,100,100,100,0
slope,553,470,100,100,100,0
slope,551,472,100,100,100,0
slope,546,474,100,100,100,0
slope,542,476,100,100,100,0
slope,536,480,100,100,100,0
slope,532,482,100,100,100,0
slope,528,482,100,100,100,0
slope,528,482,100,100,100,0
slope,525,484,100,100,100,0
slope,519,485,100,100,100,0
slope,516,488,100,100,100,0
slope,510,489,100,100,100,0
slope,505,491,100,100,100,0
slope,495,493,100,100,100,0
slope,493,494,100,100,100,0
slope,481,496,100,100,100,0
slope,478,497,100,100,100,0
slope,470,498,100,100,100,0
slope,464,498,100,100,100,0
slope,461,500,100,100,100,0
slope,456,500,100,100,100,0
slope,453,500,100,100,100,0
slope,453,500,100,100,100,0
slope,453,500,100,100,100,0
slope,453,500,100,100,100,0
slope,453,500,100,100,100,0
slope,453,500,100,100,100,0
slope,455,502,100,100,100,0
slope,458,505,100,100,100,0
slope,464,508,100,100,100,0
slope,472,512,100,100,100,0
slope,477,512,100,100,100,0
slope,480,512,100,100,100,0
slope,487,512,100,100,100,0
slope,494,512,100,100,100,0
slope,501,512,100,100,100,0
slope,504,512,100,100,100,0
slope,512,512,100,100,100,0
slope,514,512,100,100,100,0
slope,521,512,100,100,100,0
slope,526,512,100,100,100,0
slope,531,512,100,100,100,0
slope,536,512,100,100,100,0
slope,541,512,100,100,100,0
slope,544,511,100,100,100,0
slope,556,507,100,100,100,0
slope,560,506,100,100,100,0
slope,562,506,100,100,100,0
slope,566,504,100,100,100,0
slope,574,503,100,100,100,0
slope,577,503,100,100,100,0
slope,581,503,100,100,100,0
slope,585,500,100,100,100,0
slope,591,498,100,100,100,0
slope,594,497,100,100,100,0
slope,598,495,100,100,100,0
slope,600,493,100,100,100,0
slope,602,492,100,100,100,0
slope,604,490,100,100,100,0
slope,606,489,100,100,100,0
slope,608,487,100,100,100,0
slope,610,485,100,100,100,0
slope,611,483,100,100,100,0
slope,615,479,100,100,100,0
slope,618,476,100,100,100,0
slope,622,473,100,100,100,0
slope,623,471,100,100,100,0
slope,625,468,100,100,100,0
slope,628,465,100,100,100,0
slope,633,459,100,100,100,0
slope,634,457,100,100,100,0
slope,639,450,100,100,100,0
slope,640,448,100,100,100,0
slope,642,443,100,100,100,0
slope,643,441,100,100,100,0
slope,644,439,100,100,100,0
slope,645,437,100,100,100,0
slope,645,435,100,100,100,0
slope,645,433,100,100,100,0
slope,647,431,100,100,100,0
slope,648,427,100,100,100,0
slope,648,425,100,100,100,0
slope,649,421,100,100,100,0
slope,650,418,100,100,100,0
slope,652,414,100,100,100,0
slope,655,409,100,100,100,0
slope,655,408,100,100,100,0
slope,655,407,100,100,100,0
slope,655,407,100,100,100,0
slope,655,407,100,100,100,0
slope,655,407,100,100,100,0
slope,655,407,100,100,100,0
slope,655,407,100,100,100,0
slope,655,406,100,100,100,0
slope,653,404,100,100,100,0
slope,652,402,100,100,100,0
slope,652,402,100,100,100,0
slope,652,401,100,100,100,0
slope,652,400,100,100,100,0
slope,652,400,100,100,100,0
slope,651,399,100,100,100,0
slope,651,399,100,100,100,0
slope,651,399,100,100,100,0
slope,651,399,100,100,100,0
slope,651,399,100,100,100,0
slope,651,398,100,100,100,0
slope,651,397,100,100,100,0
slope,651,396,100,100,100,0
slope,651,394,100,100,100,0
slope,650,393,100,100,100,0
slope,650,390,100,100,100,0
slope,650,389,100,100,100,0
slope,650,388,100,100,100,0
slope,650,386,100,100,100,0
slope,650,383,100,100,100,0
slope,650,381,100,100,100,0
slope,650,380,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,650,377,100,100,100,0
slope,649,377,100,100,100,0
slope,826,450,100,100,100,0
slope,829,448,100,100,100,0
slope,830,448,100,100,100,0
slope,833,446,100,100,100,0
