ground,0,580,4000,20
start,115,540,40,50
goal,3876,435,80,80
platform,264,500,197,20
trampoline,163,520,80,20
platform,402,384,153,20
platform,542,499,168,20
platform,758,500,176,20
spike,630,580,20,20
spike,650,580,20,20
spike,670,580,20,20
platform,898,500,151,20
platform,1015,500,122,20
slope,1020,400,100,100,100,0
platform,1120,400,100,20
platform,1162,500,150,20
slope,1165,400,100,100,100,0
platform,1265,400,100,20
platform,1287,467,159,20
platform,1493,500,154,20
trampoline,1326,447,80,20
platform,1620,500,177,20
wall_3d,1556,400,20,100
platform,1496,480,80,20
platform,1814,410,107,20
spike,1697,580,20,20
spike,1717,580,20,20
platform,2018,437,121,20
platform,2167,500,118,20
wall_3d,2092,400,20,100
platform,2032,480,80,20
platform,2279,430,114,20
trampoline,2190,480,80,20
platform,2475,385,141,20
trampoline,2303,410,80,20
platform,2593,410,149,20
trampoline,2502,365,80,20
platform,2815,405,153,20
trampoline,2625,390,80,20
platform,2982,442,177,20
spike,2858,580,20,20
spike,2878,580,20,20
spike,2898,580,20,20
spike,2918,580,20,20
platform,3184,500,97,20
spike,3063,580,20,20
spike,3083,580,20,20
spike,3103,580,20,20
platform,3409,500,112,20
slope,3296,400,100,100,100,0
platform,3396,400,100,20
platform,3559,395,147,20
slope,3556,400,100,100,100,0
platform,3656,400,100,20
platform,3805,363,123,20
spike,3662,580,20,20
spike,3682,580,20,20
platform,3017,138,64,20
wall_3d,3825,381,20,81
wall_3d,189,377,20,59
platform,2698,505,59,20
platform,3411,340,52,20
platform,3862,531,53,20
wall_3d,1547,316,20,96
wall_3d,1971,447,20,82
platform,1449,227,97,20
wall_3d,2032,466,20,83
wall_3d,1134,237,20,115
platform,534,164,88,20
wall_3d,3436,228,20,90
platform,900,304,88,20
wall_3d,429,184,20,70
