ground,0,580,4000,20
start,176,540,40,50
goal,3742,277,80,80
platform,358,500,120,20
trampoline,223,520,80,20
platform,579,400,186,20
platform,740,333,157,20
wall_3d,659,233,20,100
platform,599,313,80,20
platform,981,337,145,20
wall_3d,860,237,20,100
platform,800,317,80,20
platform,1165,259,121,20
wall_3d,1073,159,20,100
platform,1013,239,80,20
platform,1405,194,163,20
platform,1591,139,85,20
spike,1458,580,20,20
spike,1478,580,20,20
spike,1498,580,20,20
spike,1518,580,20,20
platform,1730,100,147,20
platform,1932,110,119,20
platform,2175,111,114,20
platform,2301,112,166,20
platform,2542,259,167,20
platform,2645,131,103,20
platform,2884,100,184,20
spike,2744,580,20,20
spike,2764,580,20,20
platform,3036,186,152,20
platform,3256,287,134,20
spike,3106,580,20,20
spike,3126,580,20,20
spike,3146,580,20,20
spike,3166,580,20,20
spike,3186,580,20,20
platform,3401,226,150,20
platform,3529,329,169,20
platform,3665,456,127,20
trampoline,3552,309,80,20
wall_3d,1597,417,20,113
wall_3d,1710,504,20,66
wall_3d,3500,314,20,112
wall_3d,1160,423,20,118
platform,1277,452,61,20
platform,934,476,84,20
platform,544,557,68,20
platform,2409,503,96,20
wall_3d,3685,363,20,55
wall_3d,2150,233,20,88
platform,273,234,91,20
platform,1483,130,81,20
platform,3218,491,73,20
wall_3d,2082,222,20,78
platform,1293,436,73,20
