ground,0,580,4000,20
start,122,540,40,50
goal,3797,194,80,80
platform,367,500,80,20
trampoline,159,520,80,20
platform,531,500,115,20
spike,409,580,20,20
spike,429,580,20,20
spike,449,580,20,20
spike,469,580,20,20
platform,659,500,89,20
platform,789,500,89,20
wall_3d,724,400,20,100
platform,664,480,80,20
platform,962,375,179,20
platform,1078,478,168,20
wall_3d,1020,378,20,100
platform,960,458,80,20
platform,1295,500,157,20
wall_3d,1186,400,20,100
platform,1126,480,80,20
platform,1544,385,196,20
slope,1491,400,100,100,100,0
platform,1591,400,100,20
platform,1774,500,112,20
platform,1939,351,168,20
slope,1942,400,100,100,100,0
platform,2042,400,100,20
platform,2070,287,190,20
platform,2196,211,194,20
slope,2264,187,100,100,100,0
platform,2364,187,100,20
platform,2385,225,145,20
wall_3d,2290,125,20,100
platform,2230,205,80,20
platform,2590,265,143,20
wall_3d,2487,165,20,100
platform,2427,245,80,20
platform,2755,350,101,20
spike,2632,580,20,20
spike,2652,580,20,20
spike,2672,580,20,20
spike,2692,580,20,20
platform,2929,407,199,20
wall_3d,2842,307,20,100
platform,2782,387,80,20
platform,3062,303,174,20
platform,3171,170,147,20
slope,3209,203,100,100,100,0
platform,3309,203,100,20
platform,3340,100,106,20
platform,3520,100,130,20
spike,3410,580,20,20
spike,3430,580,20,20
spike,3450,580,20,20
platform,3739,201,161,20
platform,1777,275,76,20
wall_3d,1997,215,20,51
platform,1852,260,82,20
platform,2121,375,60,20
wall_3d,1437,237,20,96
wall_3d,1206,112,20,85
platform,3813,406,81,20
platform,2039,117,97,20
wall_3d,2694,247,20,103
wall_3d,1030,116,20,84
