ground,0,580,4000,20
start,187,540,40,50
goal,3828,314,80,80
platform,301,414,86,20
wall_3d,244,314,20,100
platform,184,394,80,20
platform,519,297,128,20
platform,654,351,135,20
slope,654,197,100,100,100,0
platform,754,197,100,20
platform,844,371,196,20
platform,1015,469,184,20
slope,1028,271,100,100,100,0
platform,1128,271,100,20
platform,1258,342,172,20
trampoline,1036,449,80,20
platform,1388,195,120,20
trampoline,1299,322,80,20
platform,1599,113,181,20
platform,1758,236,151,20
platform,1864,310,164,20
platform,2062,276,173,20
spike,1923,580,20,20
spike,1943,580,20,20
spike,1963,580,20,20
spike,1983,580,20,20
platform,2232,408,199,20
slope,2261,176,100,100,100,0
platform,2361,176,100,20
platform,2385,345,179,20
slope,2411,308,100,100,100,0
platform,2511,308,100,20
platform,2607,454,149,20
wall_3d,2496,354,20,100
platform,2436,434,80,20
platform,2770,500,97,20
trampoline,2638,434,80,20
platform,2978,500,90,20
platform,3132,500,102,20
spike,3015,580,20,20
spike,3035,580,20,20
spike,3055,580,20,20
spike,3075,580,20,20
platform,3382,500,112,20
platform,3592,500,135,20
slope,3517,400,100,100,100,0
platform,3617,400,100,20
platform,3757,476,138,20
spike,3634,580,20,20
spike,3654,580,20,20
spike,3674,580,20,20
spike,3694,580,20,20
spike,3714,580,20,20
wall_3d,2746,453,20,57
wall_3d,3114,274,20,73
platform,529,344,57,20
wall_3d,3079,345,20,52
wall_3d,667,552,20,60
platform,863,118,59,20
platform,2759,268,89,20
wall_3d,3416,391,20,86
platform,1743,156,50,20
platform,3438,313,76,20
wall_3d,496,125,20,84
platform,2988,188,52,20
wall_3d,3039,471,20,57
wall_3d,461,332,20,68
wall_3d,3673,471,20,75
platform,3721,547,89,20
wall_3d,1985,222,20,106
platform,151,455,59,20
