ground,0,580,4000,20
start,131,540,40,50
goal,3875,355,80,80
platform,341,500,145,20
platform,583,358,170,20
wall_3d,462,258,20,100
platform,402,338,80,20
platform,703,399,170,20
wall_3d,643,299,20,100
platform,583,379,80,20
platform,921,401,156,20
trampoline,727,379,80,20
platform,1034,440,198,20
platform,1269,500,149,20
platform,1496,500,108,20
wall_3d,1382,400,20,100
platform,1322,480,80,20
platform,1721,350,138,20
trampoline,1533,480,80,20
platform,1876,300,107,20
spike,1778,580,20,20
spike,1798,580,20,20
spike,1818,580,20,20
platform,1984,311,158,20
platform,2084,161,190,20
platform,2329,143,183,20
spike,2166,580,20,20
spike,2186,580,20,20
spike,2206,580,20,20
spike,2226,580,20,20
platform,2501,201,128,20
platform,2690,121,125,20
spike,2575,580,20,20
spike,2595,580,20,20
spike,2615,580,20,20
platform,2824,264,155,20
platform,2979,284,109,20
platform,3099,376,117,20
platform,3338,307,125,20
slope,3224,276,100,100,100,0
platform,3324,276,100,20
platform,3586,436,141,20
slope,3479,207,100,100,100,0
platform,3579,207,100,20
platform,3825,500,167,20
slope,3753,336,100,100,100,0
platform,3853,336,100,20
wall_3d,1809,252,20,58
platform,1625,369,50,20
wall_3d,3065,471,20,92
wall_3d,3168,200,20,119
wall_3d,1451,318,20,88
wall_3d,1745,554,20,109
platform,2714,269,81,20
wall_3d,1221,137,20,106
wall_3d,402,545,20,86
platform,518,518,70,20
