ground,0,580,4000,20
start,181,540,40,50
goal,3785,393,80,80
platform,292,500,88,20
platform,465,388,170,20
wall_3d,378,288,20,100
platform,318,368,80,20
platform,668,352,117,20
spike,526,580,20,20
spike,546,580,20,20
spike,566,580,20,20
spike,586,580,20,20
platform,796,408,161,20
platform,923,372,194,20
wall_3d,859,272,20,100
platform,799,352,80,20
platform,1078,285,133,20
spike,980,580,20,20
spike,1000,580,20,20
platform,1314,229,168,20
platform,1466,304,89,20
platform,1572,299,168,20
wall_3d,1519,199,20,100
platform,1459,279,80,20
platform,1719,270,125,20
platform,1834,271,127,20
platform,2022,241,164,20
spike,1908,580,20,20
spike,1928,580,20,20
spike,1948,580,20,20
platform,2177,358,170,20
platform,2419,449,92,20
spike,2258,580,20,20
spike,2278,580,20,20
spike,2298,580,20,20
spike,2318,580,20,20
spike,2338,580,20,20
platform,2644,422,123,20
trampoline,2448,429,80,20
platform,2786,450,166,20
wall_3d,2715,350,20,100
platform,2655,430,80,20
platform,2926,415,88,20
trampoline,2823,430,80,20
platform,3111,283,104,20
platform,3269,301,137,20
spike,3170,580,20,20
spike,3190,580,20,20
platform,3397,398,135,20
wall_3d,3333,298,20,100
platform,3273,378,80,20
platform,3616,395,99,20
spike,3466,580,20,20
spike,3486,580,20,20
spike,3506,580,20,20
spike,3526,580,20,20
platform,333,553,90,20
wall_3d,173,374,20,57
platform,2611,259,60,20
wall_3d,2317,445,20,75
wall_3d,2278,213,20,97
wall_3d,1571,294,20,65
platform,3778,255,95,20
wall_3d,3378,495,20,70
platform,2914,314,81,20
wall_3d,761,325,20,92
platform,1126,232,90,20
wall_3d,972,215,20,118
wall_3d,624,360,20,50
platform,3191,397,87,20
wall_3d,3104,519,20,89
wall_3d,3892,190,20,72
platform,3230,504,89,20
wall_3d,2793,157,20,80
platform,563,231,98,20
