ground,0,580,4000,20
start,106,540,40,50
goal,3841,371,80,80
platform,289,500,95,20
platform,525,500,112,20
wall_3d,407,400,20,100
platform,347,480,80,20
platform,719,464,161,20
trampoline,573,480,80,20
platform,826,500,183,20
wall_3d,772,400,20,100
platform,712,480,80,20
platform,1050,380,135,20
trampoline,861,480,80,20
platform,1263,244,133,20
trampoline,1079,360,80,20
platform,1419,205,197,20
platform,1580,316,124,20
spike,1459,580,20,20
spike,1479,580,20,20
spike,1499,580,20,20
spike,1519,580,20,20
platform,1765,335,157,20
trampoline,1610,296,80,20
platform,1932,389,146,20
slope,1911,235,100,100,100,0
platform,2011,235,100,20
platform,2153,360,123,20
spike,2022,580,20,20
spike,2042,580,20,20
spike,2062,580,20,20
platform,2350,416,111,20
spike,2211,580,20,20
spike,2231,580,20,20
spike,2251,580,20,20
spike,2271,580,20,20
spike,2291,580,20,20
platform,2560,318,169,20
slope,2519,316,100,100,100,0
platform,2619,316,100,20
platform,2688,427,153,20
platform,2816,500,125,20
wall_3d,2752,400,20,100
platform,2692,480,80,20
platform,3000,500,81,20
trampoline,2847,480,80,20
platform,3128,388,188,20
slope,3188,400,100,100,100,0
platform,3288,400,100,20
platform,3312,388,96,20
platform,3536,302,168,20
wall_3d,3424,202,20,100
platform,3364,282,80,20
platform,3714,312,118,20
platform,1970,240,60,20
platform,415,326,87,20
wall_3d,899,300,20,120
wall_3d,911,373,20,91
wall_3d,2505,223,20,87
platform,3185,309,75,20
wall_3d,3576,537,20,90
platform,396,219,92,20
platform,3007,208,77,20
platform,1110,100,64,20
platform,1378,324,93,20
wall_3d,1412,141,20,88
wall_3d,3380,313,20,86
wall_3d,581,557,20,72
wall_3d,2066,178,20,69
platform,3175,376,80,20
