ground,0,580,4000,20
start,165,540,40,50
goal,3878,240,80,80
platform,324,500,111,20
platform,438,436,119,20
trampoline,362,480,80,20
platform,626,500,145,20
platform,859,417,120,20
platform,959,271,133,20
platform,1083,133,81,20
platform,1245,176,185,20
platform,1376,100,80,20
platform,1565,206,103,20
platform,1724,352,158,20
platform,1824,325,119,20
slope,1843,252,100,100,100,0
platform,1943,252,100,20
platform,1975,401,122,20
wall_3d,1899,301,20,100
platform,1839,381,80,20
platform,2084,268,178,20
slope,2153,301,100,100,100,0
platform,2253,301,100,20
platform,2326,277,171,20
wall_3d,2205,177,20,100
platform,2145,257,80,20
platform,2524,197,196,20
platform,2756,100,181,20
platform,2969,100,118,20
spike,2822,580,20,20
spike,2842,580,20,20
spike,2862,580,20,20
spike,2882,580,20,20
platform,3176,100,188,20
platform,3362,156,143,20
platform,3517,258,126,20
platform,3622,355,82,20
platform,3840,478,155,20
platform,173,528,50,20
wall_3d,1711,213,20,81
wall_3d,3673,123,20,111
wall_3d,1789,156,20,74
wall_3d,2099,121,20,73
wall_3d,2956,107,20,54
wall_3d,3319,543,20,97
wall_3d,1079,298,20,83
wall_3d,3348,396,20,64
platform,3878,424,77,20
wall_3d,1826,482,20,101
platform,189,558,90,20
platform,3636,490,63,20
wall_3d,3028,294,20,101
platform,2972,151,67,20
