ground,0,580,4000,20
start,116,540,40,50
goal,3716,344,80,80
platform,260,500,106,20
slope,222,440,100,100,100,0
platform,322,440,100,20
platform,362,500,158,20
slope,418,400,100,100,100,0
platform,518,400,100,20
platform,543,500,84,20
trampoline,402,480,80,20
platform,755,440,85,20
wall_3d,649,340,20,100
platform,589,420,80,20
platform,977,500,195,20
trampoline,804,420,80,20
platform,1112,472,194,20
slope,1171,400,100,100,100,0
platform,1271,400,100,20
platform,1352,389,116,20
wall_3d,1232,289,20,100
platform,1172,369,80,20
platform,1460,311,161,20
platform,1634,261,90,20
wall_3d,1547,161,20,100
platform,1487,241,80,20
platform,1779,143,155,20
platform,1915,226,148,20
platform,2144,219,165,20
platform,2256,209,130,20
platform,2362,199,105,20
platform,2473,100,156,20
platform,2654,100,180,20
platform,2880,111,131,20
platform,3087,174,180,20
platform,3321,194,127,20
platform,3476,209,162,20
wall_3d,3398,109,20,100
platform,3338,189,80,20
platform,3691,189,183,20
spike,3543,580,20,20
spike,3563,580,20,20
spike,3583,580,20,20
spike,3603,580,20,20
wall_3d,1045,252,20,111
wall_3d,3070,293,20,54
wall_3d,3812,145,20,76
platform,3485,546,56,20
platform,679,310,69,20
wall_3d,3741,361,20,61
wall_3d,2192,540,20,52
wall_3d,1534,340,20,107
wall_3d,3222,466,20,57
platform,640,351,54,20
wall_3d,1370,237,20,116
platform,2433,557,72,20
wall_3d,3530,298,20,56
platform,975,266,68,20
platform,2707,308,67,20
platform,2332,243,96,20
wall_3d,2527,376,20,117
wall_3d,392,326,20,108
wall_3d,1954,369,20,98
platform,528,373,88,20
